Year;Month;Day;Hour;Min;Sec;EpicentralArea;Lat;Lon;Dep;Io;Mw;ErMw
1607;12;31;;;;Reggio nell'Emilia;44,698;10,631;;5;4,16;0,46
1608;1;6;22;20;;Reggio nell'Emilia;44,698;10,631;;5-6;4,4;0,46
1609;7;20;;;;Calabria centrale;38,925;16,373;;8-9;5,8;0,46
1609;;;;;;Valdelsa;43,421;11,114;;5-6;4,4;0,46
1610;5;14;;;;Liguria occidentale;44,307;8,48;;4;3,7;0,46
1611;1;15;;;;Val Pellice;44,808;7,245;;5-6;4,4;0,46
1611;9;8;22;10;;Mugello;44,01;11,359;;7;5,1;0,46
1612;1;31;;;;Liguria occidentale;43,949;7,613;;6-7;4,86;0,46
1612;10;14;;;;Appennino umbro-marchigiano;43,246;12,853;;7;5,11;0,55
1613;8;25;5;;;Monti Nebrodi;38,122;14,788;;8;5,56;0,46
1614;8;;;;;Perugia;43,112;12,389;;6-7;4,86;0,46
1616;6;4;;;;Sardegna meridionale;39,131;9,502;;6-7;4,91;0,46
1617;3;23;;;;Jesi;43,522;13,245;;5-6;4,4;0,46
1618;1;18;5;;;Alpes Niçoises;43,961;7,311;;8;5,64;0,5
1619;7;7;22;;;Aquilano;42,526;13,296;;7-8;5,33;0,46
1620;6;22;;;;Ravennate;44,517;12,017;;6-7;4,86;0,46
1621;;;;;;Ljubljana;46,17;14,5;;7;5,1;0,46
1622;5;5;11;;;Ljubljana;46,172;14,657;;7-8;5,33;0,46
1622;8;3;;;;Bassa Engadina, Ftan;46,82;10,23;;7;5,4;1
1624;2;3;;;;Calabria centrale;39,027;16,283;;7;5,1;0,46
1624;3;19;;;;Argenta;44,642;11,848;;7-8;5,43;0,4
1624;10;3;17;;;Monti Iblei settentrionali;37,27;14,742;;8;5,56;0,46
1625;8;;;;;Vulture;40,961;15,818;;8-9;5,8;0,46
1625;12;5;;;;Rimini;44,059;12,568;;6;4,63;0,46
1625;;;;;;Ljubljana;46;14,5;;7;5,1;0,46
1626;1;7;4;;;Ljubljana;46,08;14,5;;6;4,63;0,46
1626;4;4;12;45;;Calabria centrale;38,851;16,456;;9;6,07;0,44
1626;5;12;;;;Macerata;43,3;13,453;;7;5,1;0,46
1627;7;30;10;50;;Capitanata;41,737;15,342;;10;6,66;0,1
1627;7;30;11;5;;Capitanata;41,685;15,381;;8-9;5,8;0,46
1627;7;;;;;Monti della Laga;42,694;13,248;;7-8;5,33;0,46
1627;8;7;16;40;;Capitanata;41,758;15,328;;9;6,03;0,46
1627;9;6;15;50;;Capitanata;41,597;15,358;;8-9;5,8;0,46
1628;7;12;;;;Capitanata;41,685;15,381;;5-6;4,4;0,46
1628;11;4;15;40;;Parma;44,801;10,33;;6-7;4,86;0,46
1630;5;;;;;Pistoiese;43,903;10,69;;5-6;4,4;0,46
1631;2;25;;;;Appennino umbro-marchigiano;43,052;12,855;;7;5,1;0,46
1631;12;;;;;Area Vesuviana;40,817;14,309;;5-6;3,25;0,5
1633;2;22;3;;;Etna - Nicolosi;37,614;15,026;;7-8;4,03;0,36
1634;11;10;;;;Matera;40,667;16,611;;6-7;4,86;0,46
1634;12;21;18;;;Etna - Versante meridionale;37,614;15,081;;6-7;3,47;0,33
1635;8;12;;;;Messina;38,185;15,555;;5-6;4,4;0,46
1637;11;20;;;;Chiavari;44,317;9,322;;5-6;4,4;0,46
1638;3;27;15;5;;Calabria centrale;39,048;16,289;;11;7,09;0,1
1638;4;;;;;Siena;43,318;11,332;;5-6;4,4;0,46
1638;6;8;9;45;;Crotonese;39,279;16,812;;10;6,76;0,12
1639;4;6;;;;Finale Emilia;44,833;11,294;;7-8;5,33;0,46
1639;10;7;;;;Monti della Laga;42,639;13,261;;9-10;6,21;0,15
1640;6;19;;;;Calabria centrale;38,632;16,491;;8-9;5,8;0,46
1640;6;22;;;;Calabria centrale;38,568;16,524;;7-8;5,33;0,46
1641;1;13;6;;;Ljubljana;46,08;14,5;;6;4,63;0,46
1641;6;8;;;;Lunigiana;44,377;9,882;;6;4,63;0,46
1642;6;13;;;;Pianura lombarda;45,437;9,667;;6;4,92;0,63
1643;3;19;2;30;;Ljubljana;46;14,5;;6;4,63;0,46
1643;7;17;;;;Monti Nebrodi;37,783;14,599;;6-7;4,86;0,46
1644;2;15;4;30;;Alpes Niçoises;43,978;7,228;;8;5,74;0,28
1644;5;9;;;;Frignano;44,245;10,952;;6-7;4,86;0,46
1646;2;22;;;;Padova;45,407;11,875;;5;4,16;0,46
1646;4;5;16;15;;Livorno;43,551;10,309;;6;4,63;0,46
1646;4;28;7;;;Monti della Laga;42,615;13,247;;9;5,9;0,39
1646;5;30;1;;;Mantovano;45,158;10,794;;4;3,7;0,46
1646;5;31;;;;Gargano;41,905;15,993;;10;6,72;0,25
1646;6;19;3;;;L'Aquila;42,351;13,399;;6-7;4,86;0,46
1647;5;5;12;30;;Gargano;41,732;15,558;;7-8;5,69;0,4
1647;5;17;;;;Viterbese;42,415;12,143;;5-6;4,82;0,54
1648;1;1;;;;Spoleto;42,736;12,737;;6-7;4,86;0,46
1648;1;13;18;;;Pistoia;43,933;10,915;;5-6;4,4;0,46
1648;;;;;;Costa croata settentrionale;44,98;14,9;;8;5,56;0,46
1649;1;;;;;Stretto di Messina;38,185;15,555;;5-6;4,4;0,46
1653;4;19;4;15;;Reggiano;44,814;10,504;;5-6;4,4;0,46
1653;8;15;;;;Romagna;44,216;12,055;;5-6;4,4;0,46
1654;7;24;0;25;;Sorano;41,635;13,683;;9-10;6,33;0,14
1655;2;3;;;;Spoleto;42,736;12,737;;6-7;4,86;0,46
1655;3;25;;;;Appennino forlivese;44,06;11,842;;6;4,63;0,46
1656;6;;;;;Cosenza;39,303;16,252;;7-8;5,33;0,46
1656;10;17;;;;Gargano;41,706;15,959;;5;4,16;0,46
1657;1;29;2;;;Capitanata;41,726;15,393;;8-9;5,96;0,15
1659;11;5;22;15;;Calabria centrale;38,694;16,249;;10;6,57;0,1
1661;2;25;1;30;;Palermo;38,115;13,362;;5;4,16;0,46
1661;3;12;;;;Prealpi bergamasche;45,705;9,799;;6-7;4,86;0,46
1661;3;21;23;;;Modenese;44,734;10,863;;6-7;4,86;0,46
1661;3;22;12;50;;Appennino forlivese;44,021;11,898;;9;6,05;0,12
1662;12;29;;;;Padova;45,407;11,875;;5;4,16;0,46
1666;4;14;18;58;;Bolognese;44,639;11,114;;5;4,16;0,46
1667;;;;;;Spoleto;42,736;12,737;;7;5,1;0,46
1668;8;22;;;;Alta Valtiberina;43,514;12,19;;5;4,16;0,46
1669;3;10;23;25;;Etna - Nicolosi;37,614;15,026;;7-8;4,03;0,36
1669;3;11;6;;;Etna - Versante meridionale;37,605;15,019;;5-6;2,91;0,3
1669;3;11;13;;;Etna - Versante meridionale;37,614;15,026;;5-6;2,91;0,3
1669;3;13;20;;;Etna - Versante meridionale;37,613;15,166;;6;3,19;0,31
1669;9;1;3;;;Ljubljana;46,08;14,53;;6;4,63;0,46
1669;12;29;;;;Ljubljana;46,08;14,5;;5;4,16;0,46
1670;1;1;1;;;Ljubljana;45,95;14,33;;5-6;4,4;0,46
1670;7;17;1;;;Tirol, Hall;47,293;11,493;;8;5,65;0,2
1671;6;20;10;;;Modenese-Reggiano;44,674;10,866;;7;5,27;0,58
1672;4;14;15;45;;Riminese;43,941;12,576;;8;5,59;0,11
1672;6;8;17;30;;Monti della Laga;42,569;13,302;;7-8;5,33;0,46
1678;7;15;;;;Ferrara;44,835;11,62;;5;4,16;0,46
1679;3;24;11;30;;Val d'Orcia;43,136;11,665;;6-7;4,86;0,46
1680;4;30;11;;;Valle Scrivia;44,688;8,803;;7;5,1;0,46
1683;5;25;;;;Valli Giudicarie;46,025;10,864;;5-6;4,4;0,46
1684;10;21;5;30;;Ljubljana;46,08;14,5;;7;5,1;0,46
1685;3;8;19;;;Vallese, Mittelwallis;46,28;7,63;;7;5,3;1
1685;5;;;;;Penisola Sorrentina;40,722;14,731;;5-6;4,73;0,54
1685;;;;;;Valle del Metauro;43,662;12,541;;4-5;3,93;0,46
1686;6;13;10;;;Palermo;38,115;13,362;;5;4,16;0,46
1686;;;;;;Ljubljana;46;14,5;;6;4,63;0,46
1687;4;25;0;30;;Penisola Sorrentina;40,628;14,485;;6;4,63;0,46
1687;10;2;;;;Tropea;38,675;15,899;;7;5,1;0,46
1688;1;14;;;;Benevento;41,131;14,778;;5;4,16;0,46
1688;4;11;12;20;;Romagna;44,39;11,942;;8-9;5,84;0,24
1688;6;5;15;30;;Sannio;41,283;14,561;;11;7,06;0,1
1688;7;20;;;;Pizzo Calabro;38,733;16,159;;6;4,63;0,46
1688;7;23;;;;Capitanata;41,687;15,337;;7-8;5,33;0,46
1688;8;14;;;;Beneventano;41,208;14,669;;6-7;4,86;0,46
1688;8;19;5;45;;Faentino;44,288;11,881;;5;4,16;0,46
1688;10;12;;;;Beneventano;41,131;14,778;;5-6;4,4;0,46
1689;3;19;;;;Faentino;44,281;12,107;;4;3,7;0,46
1689;4;;;;;Valle Umbra;42,877;12,747;;6;4,63;0,46
1689;7;21;9;;;Reatino;42,415;13,076;;5;4,16;0,46
1689;7;21;11;;;Reatino;42,415;13,076;;7;5,1;0,46
1689;9;21;;;;Costa pugliese centrale;41,273;16,288;;6-7;4,86;0,46
1689;12;22;1;;;Tirol, Innsbruck;47,263;11,566;;7-8;5,33;0,53
1689;;;;;;Montefeltro;43,664;12,411;;7;5,1;0,46
1690;1;26;;;;Valle Umbra;42,916;12,726;;6;4,63;0,46
1690;2;3;2;30;;Valle Umbra;42,955;12,704;;5-6;4,4;0,46
1690;3;22;21;50;;Alta Valtiberina;43,457;12,239;;6-7;4,86;0,46
1690;5;4;;;;Belluno;46,139;12,218;;5-6;4,4;0,46
1690;12;4;14;;;Carinthia, Villach;46,633;13,88;;8-9;6,16;0,16
1690;12;23;0;20;;Costa anconetana;43,55;13,594;;8;5,58;0,3
1691;2;19;;;;Ljubljana;46,088;14,453;;7-8;5,33;0,46
1691;9;26;;;;Tavoliere delle Puglie;41,264;15,898;;5;4,16;0,46
1691;12;10;;;;Ljubljana;46,2;14,5;;7-8;5,33;0,46
1692;3;4;22;20;;Irpinia;40,903;15,196;;8;5,88;0,36
1692;10;23;20;10;;Costa pesarese;43,837;13,018;;5;4,16;0,46
1693;1;8;;;;Pollino;39,873;16,157;;7;5,27;0,39
1693;1;9;21;;;Sicilia sud-orientale;37,141;15,035;;8-9;6,07;0,23
1693;1;11;13;30;;Sicilia sud-orientale;37,14;15,013;;11;7,32;0,1
1693;2;22;8;30;;Alta Valtiberina;43,442;12,436;;5;4,16;0,46
1693;2;23;;;;Modica;36,858;14,761;;6;4,63;0,46
1693;3;24;;;;Lazio-Molise;41,652;13,922;;6-7;5,22;0,51
1693;4;1;7;50;;Ionio meridionale;37,587;15,309;;6;4,63;0,46
1693;4;17;19;;;Sicilia sud-orientale;36,858;14,761;;5;4,16;0,46
1693;5;12;13;20;;Modica;36,858;14,761;;6;4,63;0,46
1693;7;6;9;15;;Mantovano;45,28;10,644;;7;5,23;0,5
1693;7;8;17;50;;Sicilia sud-orientale;37,216;15,081;;6;4,93;0,52
1693;10;12;;;;Bacino di Gubbio;43,351;12,577;;5;4,16;0,46
1693;10;15;;;;Bacino di Gubbio;43,282;12,635;;6-7;4,85;0,65
1694;1;;;;;Bacino di Gubbio;43,351;12,577;;6;4,63;0,46
1694;4;8;;;;Alta Valtiberina;43,62;12,091;;7-8;5,4;0,3
1694;5;16;;;;Sicilia orientale;37,558;15,127;;5-6;4,4;0,46
1694;9;8;11;40;;Irpinia-Basilicata;40,862;15,406;;10;6,73;0,1
1694;10;7;15;;;Penisola sorrentina;40,669;14,453;;5-6;4,71;0,32
1694;10;9;;;;Avellino;40,914;14,793;;5-6;4,4;0,46
1695;2;25;5;30;;Asolano;45,861;11,91;;10;6,4;0,1
1695;2;28;;;;Ferrara;44,835;11,62;;5-6;4,4;0,46
1695;6;11;2;30;;Lazio settentrionale;42,613;12,11;;8-9;5,8;0,15
1695;9;11;;;;Grigioni, Region Praettigau;46,88;9,67;;6;5;1
1696;4;20;12;;;Sicilia sud-orientale;36,858;14,761;;5-6;4,4;0,46
1697;2;1;20;;;Calabria centrale;39,019;16,337;;5-6;4,4;0,46
1697;6;18;;;;Val di Pesa;43,67;11,09;;5-6;4,4;0,46
1697;9;20;15;50;;Siena;43,318;11,332;;5-6;4,4;0,46
1697;9;20;16;50;;Siena;43,318;11,332;;6-7;4,86;0,46
1697;9;30;12;15;;Siena;43,318;11,332;;6-7;4,86;0,46
1697;10;1;;;;Siena;43,318;11,332;;6;4,63;0,46
1697;10;28;1;;;Siena;43,318;11,332;;6;4,63;0,46
1697;12;20;19;45;;Siena;43,318;11,332;;6;4,63;0,46
1698;1;1;;;;Monti Iblei settentrionali;37,292;14,789;;7-8;5,66;0,35
1698;12;;;;;Anconetano;43,619;13,513;;6;4,63;0,46
1699;5;7;;;;Viterbese;42,416;12,107;;4;3,7;0,46
1699;5;9;;;;Viterbese;42,388;12,177;;5-6;4,4;0,46
1699;;;;;;Matese;41,527;13,837;;3-4;3,46;0,46
1700;2;5;;;;Val d'Orcia;42,871;11,668;;6-7;4,86;0,46
1700;7;28;;;;Carnia;46,433;12,868;;8-9;5,7;0,48
1702;3;14;4;30;;Sannio-Irpinia;41,131;14,778;;6-7;4,86;0,46
1702;3;14;5;;;Sannio-Irpinia;41,12;14,989;;10;6,56;0,11
1702;4;2;6;20;;Sannio-Irpinia;41,131;14,778;;6-7;4,86;0,46
1702;4;6;16;55;;Sannio-Irpinia;41,131;14,778;;6-7;4,86;0,46
1702;10;18;;;;Valnerina;42,755;13,053;;5;4,16;0,46
1702;11;14;;;;Valnerina;42,837;12,858;;5-6;4,4;0,46
1703;1;14;18;;;Valnerina;42,708;13,071;;11;6,92;0,1
1703;2;2;11;5;;Aquilano;42,434;13,292;;10;6,67;0,11
1703;6;29;18;;;Valnerina;42,749;12,948;;5-6;4,4;0,46
1703;9;16;17;;;Faentino;44,288;11,881;;6;4,63;0,46
1703;11;23;13;;;Ljubljana;46,08;14,5;;6;4,63;0,46
1703;12;21;21;;;Piemonte-Liguria;44,542;8,529;;4;3,7;0,46
1704;5;13;12;15;;Riviera Ligure;44,298;8,574;;5;4,16;0,46
1704;5;14;0;45;;Riviera Ligure;44,363;8,689;;5;4,16;0,46
1704;5;20;;;;Valnerina;42,793;13,094;;5;4,16;0,46
1705;4;14;19;20;;Senese;43,318;11,332;;4;3,7;0,46
1706;3;19;;;;Stretto di Messina;38,203;15,641;;5-6;4,76;0,54
1706;3;28;;;;Tirol, Innsbruck;47,27;11,39;;6;4,63;0,46
1706;11;3;13;;;Maiella;42,076;14,08;;10-11;6,84;0,1
1706;12;2;;;;Tirol, Hall;47,28;11,51;;6-7;4,86;0,46
1707;3;24;;;;Monti Martani;42,699;12,617;;7-8;5,21;0,35
1708;1;26;;;;Pollino;39,93;16,105;;8;5,56;0,46
1708;3;3;;;;Appennino lucano;39,941;15,804;;6-7;4,86;0,46
1708;4;15;3;10;;Appennino lucano;40,059;15,742;;5;4,16;0,46
1710;12;13;21;;;Salento;40,412;17,707;;5;4,16;0,46
1711;1;7;;;;Stretto di Messina;38,108;15,647;;5;4,16;0,46
1711;2;21;;;;Stretto di Messina;38,147;15,601;;5;4,16;0,46
1711;3;14;;;;Stretto di Messina;38,147;15,601;;5;4,16;0,46
1711;3;30;3;;;Cassinese;41,491;13,814;;5;4,16;0,46
1711;5;21;;;;Vicentino;45,548;11,546;;4;3,7;0,46
1712;3;28;;;;Appennino umbro-marchigiano;43,513;12,734;;6-7;4,86;0,46
1712;5;8;;;;Campobasso;41,561;14,66;;6-7;4,86;0,46
1712;7;16;;;;Calabria meridionale;38,202;16,064;;5-6;4,4;0,46
1712;8;11;;;;Vaud, Bex;46,25;7,01;;4;3,2;1
1713;1;3;;;;Bassa Murgia;40,589;17,113;;5-6;4,4;0,46
1714;8;;;;;Salernitano;40,68;14,76;;5-6;4,4;0,46
1714;;;;;;Narni;42,517;12,521;;7-8;5,33;0,46
1715;2;21;;;;Calabria meridionale;38,271;16,154;;5-6;4,4;0,46
1715;3;;;;;Sicilia nord-orientale;38,204;15,398;;6;4,63;0,46
1716;2;3;;;;Slovenia occidentale;46,08;13,62;;7;5,1;0,46
1716;10;4;;;;Valnerina;42,718;13,013;;6-7;4,86;0,46
1716;12;1;;;;Catania;37,502;15,087;;6;4,63;0,46
1717;3;31;;;;Costa pesarese;43,91;12,91;;5;4,16;0,46
1717;4;4;;;;Ragusano;36,95;14,532;;6-7;4,86;0,46
1717;4;22;;;;Monti Peloritani;38,099;15,211;;6-7;4,91;0,34
1718;2;20;;;;Sicilia orientale;37,599;14,619;;6-7;5,25;0,43
1718;7;14;;;;Cassinese;41,491;13,814;;5;4,16;0,46
1718;8;18;;;;Maceratese;43,3;13,453;;5-6;4,4;0,46
1719;1;7;;;;Italia nord-orientale;46,123;11,991;;5-6;4,94;0,4
1719;6;27;6;30;;Valnerina;42,876;13,047;;8;5,59;0,26
1719;12;12;19;;;Valli Giudicarie;45,803;10,671;;5;4,16;0,46
1720;1;10;;;;Toscana settentrionale;44,037;10,142;;4-5;3,93;0,46
1720;6;7;;;;Tavoliere delle Puglie;41,262;15,92;;6-7;5,22;0,43
1720;8;28;;;;Cassinese;41,491;13,814;;5-6;4,35;0,46
1720;9;12;;;;Calabria meridionale;38,228;15,887;;5-6;4,4;0,46
1721;1;12;;;;Costa croata settentrionale;45,3;14,4;;10;6,5;0,46
1721;6;18;;;;Appennino umbro-marchigiano;43,052;12,855;;7;5,1;0,46
1722;9;;;;;Matera;40,667;16,611;;5;4,16;0,46
1723;6;;;;;Roccamonfina;41,288;13,983;;5-6;4,4;0,46
1723;9;19;;;;Cassinese;41,491;13,814;;5-6;4,4;0,46
1724;8;3;;;;Stretto di Messina;38,178;15,686;;6-7;4,99;0,57
1724;12;11;20;;;Colline Metallifere;43,206;11,008;;7;5,1;0,46
1725;4;17;13;;;Appennino umbro-marchigiano;43,564;12,487;;5-6;4,8;0,47
1725;4;18;13;;;Appennino umbro-marchigiano;43,457;12,239;;5;4,16;0,46
1725;10;29;17;40;;Appennino tosco-emiliano;44,207;11,573;;8;5,67;0,28
1726;1;28;21;;;Appennino bolognese;44,359;11,63;;6-7;4,86;0,46
1726;4;19;22;;;Crete Senesi;43,242;11,51;;7-8;5,33;0,46
1726;9;1;21;55;;Tirreno meridionale;38,115;13,362;;7-8;5,48;0,63
1726;9;23;;;;Bacino di Gubbio;43,309;12,546;;6;4,85;0,38
1727;1;7;;;;Val di Noto;36,915;15,046;;6-7;4,64;0,26
1727;3;9;11;;;Mugello;44,057;11,367;;6-7;4,93;0,52
1727;5;8;5;30;;Stretto di Sicilia;37,508;13,083;;5-6;4,64;0,27
1727;8;18;;;;Tirol, Innsbruck;47,27;11,39;;6-7;4,86;0,46
1727;12;14;19;45;;Valle del Metauro;43,61;12,819;;7;5,24;0,26
1728;2;4;3;;;Bolognese;44,398;11,59;;5-6;4,4;0,46
1728;2;8;;;;Roccamonfina;41,294;13,983;;6-7;4,86;0,46
1728;5;;;;;Lamezia Terme;38,974;16,318;;5-6;4,4;0,46
1729;1;13;21;;;Berna, Frutigen;46,63;7,63;;6;5,2;0,5
1729;6;23;;;;Casentino;43,773;11,486;;6;4,63;0,46
1729;6;29;13;;;Golfo di Patti;38,154;15,139;;6-7;4,86;0,46
1730;3;29;0;5;;Versilia;43,877;10,272;;4;3,7;0,46
1730;5;12;5;;;Valnerina;42,753;13,12;;9;6,04;0,1
1730;10;23;;;;Bacino di Gubbio;43,282;12,619;;6-7;4,86;0,46
1731;3;20;3;;;Tavoliere delle Puglie;41,274;15,757;;9;6,33;0,13
1731;3;29;;;;Alta Valtiberina;43,67;12,041;;6;4,76;0,27
1731;4;26;;;;Cassinese;41,489;13,822;;5-6;4,56;0,34
1731;5;10;5;20;;Costa pugliese centrale;41,3;16,349;;5-6;4,4;0,46
1731;10;17;11;;;Tavoliere delle Puglie;41,317;15,947;;6-7;4,86;0,46
1731;12;9;;;;Appennino pistoiese;43,933;10,915;;4;3,7;0,46
1731;12;23;;;;Appennino pistoiese;43,933;10,915;;4;3,7;0,46
1732;2;4;18;20;;Parma;44,871;10,468;;5-6;4,65;0,35
1732;3;28;;;;Monti Peloritani;38,169;15,335;;5;4,16;0,46
1732;5;21;;;;Livorno;43,551;10,309;;4-5;3,93;0,46
1732;8;9;;;;Romagna;44,288;11,878;;6;4,63;0,46
1732;11;29;7;40;;Irpinia;41,064;15,059;;10-11;6,75;0,1
1733;7;16;4;;;Irpinia;41,023;14,785;;5;4,16;0,46
1733;10;19;3;30;;Anconetano;43,666;13,368;;4-5;3,93;0,46
1733;10;20;;;;Anconetano;43,619;13,513;;5-6;4,4;0,46
1735;1;26;;;;Casertano;41,038;14,387;;5;4,16;0,46
1735;9;6;;;;Vibonese;38,678;16,129;;6;4,82;0,65
1736;4;23;;;;Maurienne;45,25;6,3;;5-6;4,4;0,46
1736;8;16;;;;Sicilia centro-settentrionale;37,897;13,562;;6-7;4,86;0,46
1737;3;31;17;20;;Monti di Avella;40,92;14,661;;7;5,1;0,46
1737;6;11;0;30;;Val di Pesa;43,563;11,166;;5;4,16;0,46
1737;11;11;0;20;;Siracusa;37,073;15,286;;5-6;4,4;0,46
1738;5;23;;;;Calabria centrale;38,903;16,171;;7;5,1;0,46
1738;7;19;1;;;Lazio settentrionale;42,626;12,095;;6-7;4,86;0,46
1738;11;5;0;30;;Emilia occidentale;44,906;10,028;;7;5,1;0,46
1739;2;12;21;30;;Tavoliere delle Puglie;41,462;15,545;;5-6;4,4;0,46
1739;2;27;4;20;;Benevento;41,131;14,778;;5-6;4,4;0,46
1739;3;6;2;30;;Catanzarese;38,736;16,559;;4-5;3,93;0,46
1739;5;10;15;25;;Monti Nebrodi;38,098;14,744;;8;5,41;0,38
1739;6;5;;;;Etna - Versante nord-occidentale;37,832;14,891;;6-7;3,47;0,33
1739;7;31;11;;;Bologna;44,494;11,343;;5-6;4,4;0,46
1740;2;24;13;;;Catanzarese;38,905;16,594;;4;3,7;0,46
1740;3;6;5;40;;Garfagnana;44,074;10,489;;8;5,64;0,23
1740;3;26;17;;;Catanzarese;38,905;16,594;;4;3,7;0,46
1740;3;30;17;30;;Catanzarese;38,736;16,559;;6;4,63;0,46
1740;6;13;;;;Stretto di Sicilia;37,582;12,84;;6-7;4,86;0,46
1740;6;;;;;Valle Umbra;42,893;12,652;;4-5;3,93;0,46
1740;7;13;;;;Appennino umbro-marchigiano;43,313;12,761;;6;4,63;0,46
1741;4;24;9;20;;Fabrianese;43,425;13,005;;9;6,17;0,1
1741;8;6;13;30;;Irpinia;41,049;14,97;;7-8;5,44;0,27
1741;10;1;;;;Siena;43,318;11,332;;7;5,1;0,46
1742;1;27;11;20;;Livornese;43,551;10,309;;6;4,87;0,28
1742;3;16;2;30;;Maiella;42,042;14,188;;6;4,63;0,46
1742;4;;;;;Marsica;42,084;13,546;;5;4,16;0,46
1742;5;;;;;Marsica;42,084;13,546;;5;4,16;0,46
1742;6;10;1;;;Appennino marchigiano;43,434;12,858;;5-6;4,4;0,46
1742;8;17;;;;Napoli;40,849;14,25;;5-6;3,25;0,5
1742;;;;;;Marsica;42,084;13,546;;5-6;4,4;0,46
1743;1;21;21;55;;Lazio settentrionale;42,614;12,074;;7;5,01;0,31
1743;2;20;;;;Ionio settentrionale;39,847;18,774;;9;6,68;0,12
1743;5;29;;;;Ferrara;44,835;11,62;;6-7;4,86;0,46
1743;10;2;;;;Amantea;39,132;16,081;;7;5,1;0,46
1743;12;7;7;45;;Calabria centrale;38,704;16,354;;8-9;5,88;0,2
1743;;;;;;Marsica;42,046;13,454;;5-6;4,4;0,46
1744;3;21;20;;;Sila Piccola;39,04;16,781;;8;5,74;0,27
1744;5;25;;;;Costa pesarese;43,82;13,05;;5;4,59;0,43
1744;;;;;;Appennino modenese;44,245;10,952;;6-7;4,86;0,46
1745;3;;;;;Valle Umbra;42,736;12,737;;7;5,1;0,46
1745;10;18;;;;Cassinese;41,483;13,8;;6;4,63;0,46
1746;7;23;18;15;;Garfagnana;44,091;10,448;;7;5,15;0,32
1746;10;8;;;;Friuli;46,037;13,38;;5-6;4,4;0,46
1747;1;26;;;;Appennino umbro-marchigiano;43,23;12,785;;5-6;4,4;0,46
1747;4;17;;;;Appennino umbro-marchigiano;43,204;12,769;;9;6,05;0,12
1747;9;22;;;;Appennino umbro-marchigiano;43,255;12,826;;7-8;5,42;0,32
1747;9;;;;;Reggio di Calabria;38,108;15,647;;6;4,63;0,46
1748;7;25;;;;Appennino umbro-marchigiano;43,113;12,788;;5-6;4,4;0,46
1748;9;10;23;40;;Colli Albani;41,826;12,606;;5-6;4,4;0,46
1749;8;;;;;Messina;38,185;15,555;;8-9;5,8;0,46
1750;2;1;;;;Aquilano;42,351;13,399;;6-7;4,86;0,46
1750;2;8;;;;Colli Albani;41,86;12,656;;5;4,5;0,52
1750;12;17;;;;Rijeka;45,387;14,411;;6-7;4,86;0,46
1751;6;11;;;;Ternano;42,595;12,593;;7;5,12;0,54
1751;7;13;15;30;;Palermo;38,115;13,362;;6-7;4,86;0,46
1751;7;27;1;;;Appennino umbro-marchigiano;43,225;12,739;;10;6,38;0,1
1751;7;28;16;30;;Palermo;38,115;13,362;;6-7;4,86;0,46
1751;8;2;;;;Palermo;38,115;13,362;;6-7;4,86;0,46
1751;9;1;;;;Palermo;38,115;13,362;;5;4,16;0,46
1751;10;3;;;;Appennino umbro-marchigiano;43,135;13,068;;5-6;4,4;0,46
1751;11;21;;;;Liguria;44,419;8,898;;4;3,7;0,46
1752;1;2;;;;Valnerina;42,623;12,778;;6-7;4,86;0,46
1752;2;16;4;45;;Riviera italo-francese;43,7;7,267;;4;3,7;0,46
1752;7;13;21;40;;Appennino umbro-marchigiano;43,305;12,798;;5;4,61;0,29
1752;8;;;;;Appennino umbro-marchigiano;43,457;12,239;;4;3,7;0,46
1753;3;9;13;15;;Val Chisone;44,941;7,181;;6-7;5,16;0,31
1753;4;22;;;;Appennino forlivese;43,983;11,92;;6-7;4,86;0,46
1753;5;26;;;;Ternano;42,613;12,547;;6;4,8;0,38
1754;6;8;5;5;;Colli Albani;41,778;12,764;;5;4,47;0,48
1754;9;19;;;;Vallese, Haut de Cry;46,24;7,19;;5;3,9;1
1755;8;28;;;;Pordenone;45,959;12,658;;4;3,7;0,46
1755;11;1;17;;;Val di Paglia;42,742;11,868;;5-6;4,4;0,46
1755;12;9;13;45;;Vallese, Brig-Naters;46,32;7,98;;8;5,7;0,5
1755;12;21;3;;;Vallese, Brig-Naters;46,29;8,06;;5;3,9;1
1756;2;2;;;;Sezze;41,498;13,06;;5-6;4,4;0,46
1756;2;26;;;;Valle del Brenta;45,893;11,82;;4;3,7;0,46
1756;4;13;;;;Treviso;45,666;12,245;;6-7;4,86;0,46
1756;10;6;20;;;Costa pesarese;43,899;12,84;;4-5;3,93;0,46
1756;10;22;14;;;Napoletano;40,756;14,338;;6-7;3,5;0,5
1756;10;22;;;;Golfo di Manfredonia;41,63;15,917;;5-6;4,4;0,46
1757;8;6;;;;Siracusa;37,073;15,286;;5;4,16;0,46
1759;3;18;;;;Pistoia;43,933;10,915;;5;4,16;0,46
1759;5;20;;;;Val d'Agri;40,421;15,735;;5;4,16;0,46
1759;5;26;22;15;;Pavese;44,893;8,648;;5;4,16;0,46
1759;6;14;;;;Lazio settentrionale;42,612;12,133;;5;4,16;0,46
1759;8;;;;;Monti Simbruini;41,884;13,097;;5-6;4,4;0,46
1759;10;5;1;;;Cassinese;41,491;13,814;;4-5;3,93;0,46
1760;1;12;;;;Valnerina;43,059;13,311;;5-6;4,4;0,46
